schema_name,table_name,description
spitzer,spitzer.sgoods_mips_spitzer_dr3,Spitzer GOODS MIPS DR3 Image Metadata
spitzer,spitzer.shela_images,Spitzer/HETDEX Exploratory Large-Area survey (SHELA) Images
spitzer,spitzer.simple_images_epoch1,Spitzer SIMPLE EPOCH1 Image Metadata
spitzer,spitzer.simple_images_epoch2,Spitzer SIMPLE EPOCH2 Image Metadata
spitzer,spitzer.simple_images_images,Spitzer IRAC/MUSYC Public Legacy Survey in the Extended Chandra Deep Field South (SIMPLE) Images
spitzer,spitzer.sings_images,SINGS Images
spitzer,spitzer.sings_irs_spec,SINGS IRS Spectra
spitzer,spitzer.sings_mipssed_spec,SINGS MIPSSED Spectra
spitzer,spitzer.sings_opt_spec,The Spitzer Infrared Nearby Galaxies Survey (SINGS) OPT Spectra
spitzer,spitzer.smuvs_images,Spitzer Matching Survey of the Ultra-VISTA Deep Stripes (SMUVS) Images
spitzer,spitzer.spies_images,Spitzer IRAC Equatorial Survey (SpIES) Images
spitzer,spitzer.spuds_images,Spitzer Public Legacy Survey of the UKIDSS Ultra Deep Survey (SpUDS) Images
spitzer,spitzer.srelics_images,Spitzer Reionization Lensing Cluster Survey (SRELICS) Images
spitzer,spitzer.ssdf_images,The Spitzer-SPT Deep Field (SSDF) Images
spitzer,spitzer.ssgss_irs_hires,SSGSS IRS Hires Spectra
spitzer,spitzer.ssgss_irs_ll,SSGSS IRS LL Spectra
spitzer,spitzer.ssgss_irs_ll_ab_combined,SSGSS IRS LL AB Combined Spectra
spitzer,spitzer.ssgss_irs_ll_ab_uncombined,SSGSS IRS LL AB Uncombined Spectra
spitzer,spitzer.ssgss_irs_lores,SSGSS IRS Lores Spectra
spitzer,spitzer.ssgss_irs_sh,SSGSS IRS SH Spectra
spitzer,spitzer.ssgss_irs_sl,SSGSS IRS SL Spectra
spitzer,spitzer.ssgss_irs_sl_ab_combined,SSGSS IRS SL AB Combined Spectra
spitzer,spitzer.ssgss_irs_sl_ab_uncombined,SSGSS IRS SL AB Uncombined Spectra
spitzer,spitzer.ssgss_irs_sl_ll,SSGSS IRS SL LL Spectra
spitzer,spitzer.swire_images,Spitzer Wide-area InfraRed Extragalactic Survey (SWIRE) Images
spitzer,spitzer.taurus_images,Finishing the Spitzer Map of the Taurus Molecular Clouds (Taurus 2) Images
spitzer,spitzer.taurus_irac_ch1,Spitzer Taurus IRAC Ch1 Image Metadata
spitzer,spitzer.taurus_irac_ch2,Spitzer Taurus IRAC Ch2 Image Metadata
spitzer,spitzer.taurus_irac_ch3,Spitzer Taurus IRAC Ch3 Image Metadata
spitzer,spitzer.taurus_irac_ch4,Spitzer Taurus IRAC Ch4 Image Metadata
spitzer,spitzer.taurus_mips_160,Spitzer Taurus MIPS 160um Image Metadata
spitzer,spitzer.taurus_mips_24,Spitzer Taurus MIPS 24um Image Metadata
spitzer,spitzer.taurus_mips_70,Spitzer Taurus MIPS 70um Image Metadata
spherex,splices,The SPHEREx Target List of Ice Sources (SPLICES)
herschel,spsc250,SPIRE Point Source Catalog: 250 microns
herschel,spsc350,SPIRE Point Source Catalog: 350 microns
herschel,spsc500,SPIRE Point Source Catalog: 500 microns
herschel,spscxid,SPIRE Point Source Catalog Cross-Reference Matrix
spitzer,spuds_irac,SpUDS IRAC Catalog
spitzer,spuds_mips,SpUDS MIPS Catalog
spitzer,ssdf1,SSDF IRAC Ch1 Catalog
spitzer,ssdf2,SSDF IRAC Ch2 Catalog
spitzer,ssid2,SAGE-Spec ID Search
iras,summary,IRAS Large Galaxies Catalog
spitzer,swire_lhisod,SWIRE Lockman Hole ISOCAM Deep Field Catalog
spitzer,swire_lhisos,SWIRE Lockman Hole ISOCAM Shallow Field Catalog
spitzer,taurus_2008_2_1,Taurus Catalog October 2008 v2.1
texes,texes.artifact_texes,TEXES CAOM Artifact Table
texes,texes.observation_texes,TEXES CAOM Observation Table
texes,texes.plane_texes,TEXES Archive
2mass,twomass.allsky_images,2MASS All-Sky Release Survey Images (<a href='/applications/Radar/IM/2massImg.html' target='doc'>README</a>)
2mass,twomass.calibration_images,2MASS Calibration Images (<a href='/applications/Radar/IM/2massImg.html' target='doc'>README</a>)
2mass,twomass.full_images,2MASS Full Survey Images
2mass,twomass.lga_images,2MASS All-Sky Large Galaxy Atlas
2mass,twomass.lh_images,Lockman Hole (LH) Ancillary Data Atlas
2mass,twomass.sixdeg_mosaic_images,2MASS Six Degree Mosaic Image Metadata
2mass,twomass.sixx_catalog_images,2MASS Six-times (6x) Catalog Images (<a href='/applications/Radar/IM/2massImg.html' target='doc'>README</a>)
2mass,twomass.sixx_full_images,2MASS Six-times (6x) Full Images (<a href='/applications/Radar/IM/2massImg.html' target='doc'>README</a>)
usno,ucac4_sources,USNO CCD Astrograph Catalog (UCAC4)
usno,ucac5,USNO CCD Astrograph Catalog (UCAC5)
wise,unwise.unwise_neo3_images,UnWISE Coadd Image Metadata
wise,unwise_2019,unWISE Catalog
usno,urat1,The First USNO Robotic Astrometric Telescope Catalog (URAT1)
usno,usno_b1,USNO-B1 (United States Naval Observatory B1.0 Catalog)
wise,varwiseext,VarWISE Extended Catalog
wise,varwisepure,VarWISE Pure Catalog
spitzer,velcara,"Vela-Carina Archive (<a href='/data/SPITZER/GLIMPSE/gator_docs/GLIMPSE_colDescriptions.html' target='doc'>more complete, less reliable</a>)"
spitzer,velcarc,Vela-Carina Catalog (<a href='/data/SPITZER/GLIMPSE/gator_docs/GLIMPSE_colDescriptions.html' target='doc'>highly reliable</a>)
wise,wise.neowiser_merge_p1bm_frm,NEOWISE-R Merged Single Exposure (L1b) Image Inventory Table
wise,wise.neowiser_p1bm_frm,NEOWISE-R Single Exposure (L1b) Image Inventory Table
wise,wise.wise_allsky_2band_p1bm_frm,WISE Post-Cryo Single Exposure (L1b) Image Inventory Table
wise,wise.wise_allsky_3band_p1bm_frm,WISE 3-Band Cryo Single Exposure (L1b) Image Inventory Table
wise,wise.wise_allsky_3band_p3am_cdd,WISE 3-Band Cryo Atlas Image Inventory Table
wise,wise.wise_allsky_4band_p1bm_frm,WISE All-Sky Single Exposure (L1b) Image Inventory Table
wise,wise.wise_allsky_4band_p3am_cdd,WISE All-Sky Atlas Image Inventory Table
wise,wise.wise_allwise_merge_p3am_cdd,AllWISE Merged Atlas Image Inventory Table
wise,wise.wise_allwise_p3am_cdd,AllWISE Atlas Image Inventory Table
wise,wise.wise_prelim_2band_p1bm_frm,WISE Preliminary Post-Cryo Single Exposure (L1b) Image Inventory Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,wise.wise_prelim_p1bm_frm,WISE Preliminary Release Single Exposure (L1b) Image Inventory Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
wise,wise.wise_prelim_p3am_cdd,WISE Preliminary Release Atlas Image Inventory Table (<a href='/applications/Gator/superseded.html' target='doc'>Superseded</a>)
contributed_data_sets,wisegalhii,WISE Catalog of Galactic HII Regions v2.2
2mass,wsdb_info,2MASS Survey Merged Point Source Information Table
2mass,wsdb_link,2MASS Survey Merged Point Source Link Table
spitzer,xfls_i1m,Extragalactic FLS IRAC Channel 1 Main Field Catalog
spitzer,xfls_i1v,Extragalactic FLS IRAC Channel 1 Verification Field Catalog
spitzer,xfls_i2m,Extragalactic FLS IRAC Channel 2 Main Field Catalog
spitzer,xfls_i2v,Extragalactic FLS IRAC Channel 2 Verification Field Catalog
spitzer,xfls_i3m,Extragalactic FLS IRAC Channel 3 Main Field Catalog
spitzer,xfls_i3v,Extragalactic FLS IRAC Channel 3 Verification Field Catalog
spitzer,xfls_i4m,Extragalactic FLS IRAC Channel 4 Main Field Catalog
spitzer,xfls_i4v,Extragalactic FLS IRAC Channel 4 Verification Field Catalog
spitzer,xfls_iallm,Extragalactic FLS IRAC Bandmerged Main Field Catalog
spitzer,xfls_iallv,Extragalactic FLS IRAC Bandmerged Verification Field Catalog
spitzer,xfls_kpno,Extragalactic FLS KPNO R-band Source List
spitzer,xfls_m1t2,Extragalactic FLS MIPS 24 micron Extended Source Catalog
spitzer,xfls_m1t4,Extragalactic FLS MIPS 24 micron Calibration Star Catalog
spitzer,xfls_m1t5,Extragalactic FLS MIPS 24 micron Point Source Catalog
spitzer,xfls_m2,Extragalactic FLS MIPS 70 micron Catalog
spitzer,xfls_m3,Extragalactic FLS MIPS 160 micron Catalog
spitzer,xfls_w2,Extragalactic FLS WIYN/Hydra Spectroscopic Catalog
spitzer,xfls_w3,Extragalactic FLS WIYN/Hydra Line Strength and Equivalent Width Catalog
spitzer,xfls_w4,Extragalactic FLS WIYN/Hydra Line Ratios and Extinction Catalog
spitzer,xmm_160_cat_s05,SWIRE XMM_LSS Region 160um Spring '05 Spitzer Catalog
spitzer,xmm_24_cat_s05,SWIRE XMM_LSS Region 24um Spring '05 Spitzer Catalog
spitzer,xmm_70_cat_s05,SWIRE XMM_LSS Region 70um Spring '05 Spitzer Catalog
spitzer,xmm_cat_s05,SWIRE XMM_LSS Region Spring '05 Spitzer Catalog
spitzer,ysoggd1215lc,YSOVAR GGD 12-15 Light Curve Table
spitzer,ysoggd1215obj,YSOVAR GGD 12-15 Object Table
spitzer,ysoi20050lc,YSOVAR IRAS 20050+2720 Light Curve Table
spitzer,ysoi20050obj,YSOVAR IRAS 20050+2720 Object Table
spitzer,ysol1688lc,YSOVAR L1688 Light Curve Table
spitzer,ysol1688obj,YSOVAR L1688 Object Table
spitzer,yson1333lc,YSOVAR NGC1333 Light Curve Table
spitzer,yson1333obj,YSOVAR NGC1333 Object Table
contributed_data_sets,z0mgsdr1index,z0MGS DR1 Index
contributed_data_sets,z0mgsdr1simple,z0MGS DR1 7.5 arcsec Simple Index
herschel,z0mgsdust,z0MGS_Dust Catalog
ztf,ztf.ztf_current_meta_cal,ZTF Calibration Metadata Table
ztf,ztf.ztf_current_meta_deep,ZTF Deep Reference Images
ztf,ztf.ztf_current_meta_raw,ZTF Raw Metadata Table
ztf,ztf.ztf_current_meta_ref,ZTF Reference (coadd) Images
ztf,ztf.ztf_current_meta_sci,ZTF Science Exposure Images
ztf,ztf.ztf_current_path_cal,ZTF Calibration Product Paths
ztf,ztf.ztf_current_path_deep,ZTF Deep Reference Product Paths
ztf,ztf.ztf_current_path_raw,ZTF Raw Product Paths
ztf,ztf.ztf_current_path_ref,ZTF Reference Product Paths
ztf,ztf.ztf_current_path_sci,ZTF Science Product Paths
ztf,ztf_objects_dr20,ZTF DR20 Objects
ztf,ztf_objects_dr21,ZTF DR21 Objects
ztf,ztf_objects_dr22,ZTF DR22 Objects
ztf,ztf_objects_dr23,ZTF DR23 Objects
ztf,ztf_objects_dr24,ZTF DR24 Objects
